Record_ID,Date,Model,Region,Units_Sold,Price,Revenue,Cost,Profit
1365,2024-11-21,Mercedes C-Class,East,7,55300,387100.0,289219.54,97880.46
1366,2024-11-22,Mercedes GLS,South,5,85100,425500.0,300261.64,125238.36
1367,2024-11-22,Mercedes C-Class,South,4,52200,208800.0,156044.76,52755.24
1368,2024-11-23,Mercedes A-Class,North,4,34200,136800.0,98535.35,38264.65
1369,2024-11-24,Mercedes GLS,West,7,96100,672700.0,470037.86,202662.14
1370,2024-11-24,Mercedes GLC,East,10,59200,592000.0,438008.32,153991.68
1371,2024-11-24,Mercedes S-Class,South,3,132600,397800.0,267158.36,130641.64
1372,2024-11-26,Mercedes C-Class,West,4,48900,195600.0,140295.32,55304.68
1373,2024-11-26,Mercedes GLS,East,3,93000,279000.0,195492.1,83507.9
1374,2024-11-27,Mercedes E-Class,South,6,71800,430800.0,310509.85,120290.15
1375,2024-11-28,Mercedes C-Class,South,6,47000,282000.0,200799.53,81200.47
1376,2024-11-29,Mercedes C-Class,South,6,46700,280200.0,202434.83,77765.17
1377,2024-11-29,Mercedes E-Class,South,7,65500,458500.0,324699.8,133800.2
1378,2024-11-30,Mercedes C-Class,West,5,55400,277000.0,198194.22,78805.78
1379,2024-11-30,Mercedes GLE,East,9,69200,622800.0,433000.39,189799.61
1380,2024-11-30,Mercedes GLS,West,3,97500,292500.0,210009.01,82490.99
1381,2024-12-02,Mercedes GLC,West,7,55600,389200.0,287691.04,101508.96
1382,2024-12-03,Mercedes GLS,North,3,93000,279000.0,200700.33,78299.67
1383,2024-12-03,Mercedes GLC,South,9,60000,540000.0,392365.69,147634.31
1384,2024-12-03,Mercedes A-Class,West,3,36400,109200.0,80954.58,28245.42
1385,2024-12-04,Mercedes GLC,South,7,50600,354200.0,252121.85,102078.15
1386,2024-12-05,Mercedes GLC,East,8,53100,424800.0,310034.93,114765.07
1387,2024-12-05,Mercedes A-Class,South,6,41000,246000.0,182748.71,63251.29
1388,2024-12-05,Mercedes C-Class,West,5,47300,236500.0,176482.24,60017.76
1389,2024-12-05,Mercedes C-Class,North,4,49800,199200.0,146889.87,52310.13
1390,2024-12-05,Mercedes GLE,South,3,62100,186300.0,130631.93,55668.07
1391,2024-12-05,Mercedes GLS,North,2,87000,174000.0,125040.5,48959.5
1392,2024-12-05,Mercedes A-Class,North,6,41200,247200.0,178581.27,68618.73
1393,2024-12-06,Mercedes E-Class,North,7,70500,493500.0,351197.57,142302.43
1394,2024-12-06,Mercedes S-Class,East,1,139800,139800.0,95526.61,44273.39
1395,2024-12-08,Mercedes G-Class,East,2,142900,285800.0,186387.7,99412.3
1396,2024-12-09,Mercedes GLS,West,4,94600,378400.0,272416.22,105983.78
1397,2024-12-10,Mercedes S-Class,North,2,130900,261800.0,180049.92,81750.08
1398,2024-12-11,Mercedes E-Class,North,4,66300,265200.0,190813.62,74386.38
1399,2024-12-11,Mercedes A-Class,West,8,36300,290400.0,217051.08,73348.92
1400,2024-12-12,Mercedes S-Class,North,2,124800,249600.0,174485.45,75114.55
1401,2024-12-12,Mercedes G-Class,West,1,168200,168200.0,110599.7,57600.3
1402,2024-12-12,Mercedes GLS,West,1,97900,97900.0,70138.89,27761.11
1403,2024-12-13,Mercedes GLE,East,1,67600,67600.0,48849.15,18750.85
1404,2024-12-14,Mercedes GLS,East,2,86200,172400.0,120562.26,51837.74
1405,2024-12-14,Mercedes GLC,North,8,55300,442400.0,311934.36,130465.64
1406,2024-12-15,Mercedes C-Class,West,7,50000,350000.0,255788.93,94211.07
1407,2024-12-15,Mercedes A-Class,West,3,40500,121500.0,90518.24,30981.76
1408,2024-12-15,Mercedes C-Class,West,5,54800,274000.0,205433.62,68566.38
1409,2024-12-18,Mercedes GLC,West,7,55100,385700.0,280738.8,104961.2
1410,2024-12-18,Mercedes GLC,North,8,55600,444800.0,311611.39,133188.61
1411,2024-12-18,Mercedes S-Class,West,3,126600,379800.0,256441.48,123358.52
1412,2024-12-19,Mercedes GLS,East,2,97200,194400.0,136983.19,57416.81
1413,2024-12-19,Mercedes GLS,West,5,99400,497000.0,354269.91,142730.09
1414,2024-12-19,Mercedes S-Class,South,4,117900,471600.0,320051.38,151548.62
1415,2024-12-20,Mercedes GLC,East,7,53400,373800.0,270853.26,102946.74
1416,2024-12-20,Mercedes E-Class,North,5,70800,354000.0,250089.81,103910.19
1417,2024-12-20,Mercedes A-Class,East,5,41700,208500.0,152429.91,56070.09
1418,2024-12-21,Mercedes GLC,East,9,57900,521100.0,372545.11,148554.89
1419,2024-12-21,Mercedes E-Class,West,5,62900,314500.0,222496.48,92003.52
1420,2024-12-22,Mercedes GLE,North,5,65500,327500.0,235873.06,91626.94
1421,2024-12-22,Mercedes GLC,North,3,50000,150000.0,109321.88,40678.12
1422,2024-12-22,Mercedes C-Class,North,3,51200,153600.0,113419.0,40181.0
1423,2024-12-22,Mercedes GLC,West,4,55300,221200.0,160702.84,60497.16
1424,2024-12-22,Mercedes GLE,North,4,77500,310000.0,221131.17,88868.83
1425,2024-12-22,Mercedes E-Class,South,8,65300,522400.0,377206.15,145193.85
1426,2024-12-23,Mercedes A-Class,South,6,35900,215400.0,158677.15,56722.85
1427,2024-12-23,Mercedes A-Class,West,3,36600,109800.0,80874.04,28925.96
1428,2024-12-23,Mercedes GLC,North,7,51600,361200.0,257661.86,103538.14
1429,2024-12-24,Mercedes C-Class,South,2,50700,101400.0,72033.44,29366.56
1430,2024-12-25,Mercedes C-Class,North,8,54600,436800.0,326129.62,110670.38
1431,2024-12-25,Mercedes E-Class,South,7,61000,427000.0,300422.72,126577.28
1432,2024-12-26,Mercedes GLC,West,7,48900,342300.0,239866.61,102433.39
1433,2024-12-27,Mercedes S-Class,North,1,123500,123500.0,83502.64,39997.36
1434,2024-12-27,Mercedes E-Class,South,3,74400,223200.0,156480.2,66719.8
1435,2024-12-27,Mercedes GLC,West,7,52300,366100.0,260809.37,105290.63
1436,2024-12-28,Mercedes A-Class,North,4,35300,141200.0,105124.4,36075.6
1437,2024-12-28,Mercedes A-Class,East,6,39000,234000.0,173171.71,60828.29
1438,2024-12-29,Mercedes A-Class,West,7,35800,250600.0,190107.44,60492.56
1439,2024-12-30,Mercedes GLC,North,3,58500,175500.0,128510.02,46989.98
1440,2024-12-31,Mercedes G-Class,East,1,147800,147800.0,98073.87,49726.13
1441,2024-12-31,Mercedes E-Class,North,7,66300,464100.0,328522.84,135577.16
1442,2025-01-01,Mercedes GLC,West,4,57500,230000.0,166779.96,63220.04
1443,2025-01-01,Mercedes GLE,North,4,75800,303200.0,209787.77,93412.23
1444,2025-01-01,Mercedes GLC,South,4,52900,211600.0,148597.79,63002.21
1445,2025-01-02,Mercedes E-Class,North,3,73400,220200.0,160350.43,59849.57
1446,2025-01-02,Mercedes A-Class,North,5,35500,177500.0,133539.74,43960.26
1447,2025-01-02,Mercedes GLC,West,8,51700,413600.0,291958.74,121641.26
1448,2025-01-02,Mercedes GLC,South,4,53600,214400.0,153747.69,60652.31
1449,2025-01-03,Mercedes A-Class,West,5,40800,204000.0,154779.93,49220.07
1450,2025-01-03,Mercedes C-Class,East,5,53000,265000.0,195640.24,69359.76
1451,2025-01-03,Mercedes GLS,West,4,87700,350800.0,252348.62,98451.38
1452,2025-01-04,Mercedes GLC,West,7,54100,378700.0,278367.14,100332.86
1453,2025-01-05,Mercedes GLC,East,3,51700,155100.0,111461.09,43638.91
1454,2025-01-05,Mercedes A-Class,East,6,34900,209400.0,153131.78,56268.22
1455,2025-01-05,Mercedes GLC,East,5,52000,260000.0,185149.41,74850.59
1456,2025-01-06,Mercedes GLC,North,6,56400,338400.0,249257.34,89142.66
1457,2025-01-06,Mercedes GLE,South,3,64100,192300.0,136247.23,56052.77
1458,2025-01-07,Mercedes E-Class,West,8,73000,584000.0,418130.24,165869.76
1459,2025-01-07,Mercedes GLE,West,5,74700,373500.0,267005.33,106494.67
1460,2025-01-07,Mercedes C-Class,North,5,45500,227500.0,161795.14,65704.86
1461,2025-01-07,Mercedes S-Class,North,6,120600,723600.0,485878.98,237721.02
1462,2025-01-08,Mercedes E-Class,North,2,61000,122000.0,89003.06,32996.94
1463,2025-01-08,Mercedes C-Class,South,7,48200,337400.0,245962.67,91437.33
1464,2025-01-08,Mercedes E-Class,West,3,70400,211200.0,153864.62,57335.38
1465,2025-01-09,Mercedes C-Class,West,5,47800,239000.0,175366.79,63633.21
1466,2025-01-09,Mercedes GLC,North,7,52800,369600.0,269304.81,100295.19
1467,2025-01-09,Mercedes GLC,South,4,56500,226000.0,163236.47,62763.53
1468,2025-01-09,Mercedes E-Class,West,4,66800,267200.0,185934.36,81265.64
1469,2025-01-10,Mercedes GLC,East,5,54900,274500.0,194652.32,79847.68
1470,2025-01-10,Mercedes C-Class,West,5,53200,266000.0,195126.01,70873.99
1471,2025-01-10,Mercedes GLC,West,6,57500,345000.0,255004.14,89995.86
1472,2025-01-11,Mercedes GLC,South,5,55600,278000.0,203815.23,74184.77
1473,2025-01-11,Mercedes S-Class,South,1,120800,120800.0,83076.93,37723.07
1474,2025-01-12,Mercedes GLC,West,4,49200,196800.0,145457.58,51342.42
1475,2025-01-12,Mercedes GLC,South,1,49700,49700.0,35829.96,13870.04
1476,2025-01-12,Mercedes G-Class,East,3,148400,445200.0,297422.08,147777.92
1477,2025-01-13,Mercedes C-Class,North,3,54700,164100.0,121970.05,42129.95
1478,2025-01-13,Mercedes C-Class,West,4,54900,219600.0,161935.22,57664.78
1479,2025-01-13,Mercedes C-Class,West,3,45400,136200.0,99386.98,36813.02
1480,2025-01-13,Mercedes A-Class,East,5,41300,206500.0,155272.28,51227.72
1481,2025-01-14,Mercedes A-Class,North,5,36200,181000.0,132861.42,48138.58
1482,2025-01-14,Mercedes C-Class,West,6,54900,329400.0,241097.16,88302.84
1483,2025-01-15,Mercedes A-Class,North,7,37100,259700.0,195891.56,63808.44
1484,2025-01-17,Mercedes GLS,East,4,97600,390400.0,267180.26,123219.74
1485,2025-01-18,Mercedes GLC,West,6,57100,342600.0,246673.07,95926.93
1486,2025-01-18,Mercedes GLE,North,4,68800,275200.0,190167.76,85032.24
1487,2025-01-19,Mercedes GLC,West,5,52700,263500.0,193845.75,69654.25
1488,2025-01-20,Mercedes A-Class,North,6,36900,221400.0,167816.48,53583.52
1489,2025-01-20,Mercedes GLE,North,1,65500,65500.0,47075.75,18424.25
1490,2025-01-20,Mercedes C-Class,East,7,50700,354900.0,263871.23,91028.77
1491,2025-01-21,Mercedes GLC,North,5,58700,293500.0,208383.32,85116.68
1492,2025-01-21,Mercedes GLC,East,4,48400,193600.0,135813.23,57786.77
1493,2025-01-21,Mercedes C-Class,East,3,53600,160800.0,116050.54,44749.46
1494,2025-01-22,Mercedes GLS,North,5,97600,488000.0,346541.64,141458.36
1495,2025-01-22,Mercedes GLC,North,2,54200,108400.0,77945.84,30454.16
1496,2025-01-23,Mercedes E-Class,North,2,66600,133200.0,97004.12,36195.88
1497,2025-01-23,Mercedes GLC,North,6,54100,324600.0,229196.89,95403.11
1498,2025-01-24,Mercedes GLE,East,1,73100,73100.0,52342.25,20757.75
1499,2025-01-25,Mercedes C-Class,South,3,55700,167100.0,122101.18,44998.82
1500,2025-01-25,Mercedes GLS,North,3,94500,283500.0,200863.07,82636.93
1501,2025-01-26,Mercedes GLC,North,6,50800,304800.0,221511.4,83288.6
1502,2025-01-26,Mercedes A-Class,East,4,36000,144000.0,108398.42,35601.58
1503,2025-01-27,Mercedes A-Class,South,1,38400,38400.0,27710.51,10689.49
1504,2025-01-27,Mercedes A-Class,North,3,39400,118200.0,87248.28,30951.72
1505,2025-01-28,Mercedes A-Class,East,4,34600,138400.0,101973.45,36426.55
1506,2025-01-28,Mercedes GLE,South,1,70900,70900.0,50559.22,20340.78
1507,2025-01-28,Mercedes S-Class,East,4,132700,530800.0,355617.14,175182.86
1508,2025-01-30,Mercedes GLS,North,3,92900,278700.0,191686.86,87013.14
1509,2025-01-30,Mercedes C-Class,East,5,50700,253500.0,189478.09,64021.91
1510,2025-01-31,Mercedes GLC,West,7,51100,357700.0,254597.28,103102.72
1511,2025-01-31,Mercedes GLC,East,9,54800,493200.0,348513.78,144686.22
1512,2025-02-01,Mercedes A-Class,North,1,37900,37900.0,28007.47,9892.53
1513,2025-02-01,Mercedes GLE,North,5,71000,355000.0,254148.35,100851.65
1514,2025-02-02,Mercedes C-Class,East,6,54000,324000.0,242511.54,81488.46
1515,2025-02-02,Mercedes C-Class,South,7,49900,349300.0,261632.21,87667.79
1516,2025-02-02,Mercedes A-Class,North,1,36100,36100.0,26724.83,9375.17
1517,2025-02-02,Mercedes G-Class,East,1,166700,166700.0,111452.81,55247.19
1518,2025-02-03,Mercedes GLC,East,3,53300,159900.0,115240.42,44659.58
1519,2025-02-03,Mercedes C-Class,North,3,52600,157800.0,112908.22,44891.78
1520,2025-02-03,Mercedes GLE,East,6,77300,463800.0,320228.86,143571.14
1521,2025-02-03,Mercedes C-Class,West,5,50900,254500.0,182407.16,72092.84
1522,2025-02-03,Mercedes G-Class,North,7,143300,1003100.0,642488.7,360611.3
1523,2025-02-05,Mercedes E-Class,North,5,71800,359000.0,254082.6,104917.4
1524,2025-02-05,Mercedes GLS,North,5,92100,460500.0,319055.75,141444.25
1525,2025-02-05,Mercedes A-Class,East,5,34000,170000.0,126138.84,43861.16
1526,2025-02-06,Mercedes E-Class,South,4,70500,282000.0,195854.2,86145.8
1527,2025-02-06,Mercedes GLC,South,7,53600,375200.0,277250.31,97949.69
1528,2025-02-06,Mercedes C-Class,South,5,54500,272500.0,203892.26,68607.74
1529,2025-02-07,Mercedes C-Class,East,4,49800,199200.0,142114.81,57085.19
1530,2025-02-07,Mercedes GLC,East,5,55900,279500.0,203339.23,76160.77
1531,2025-02-07,Mercedes E-Class,North,5,71600,358000.0,261213.47,96786.53
1532,2025-02-07,Mercedes GLE,West,1,76700,76700.0,53327.05,23372.95
1533,2025-02-08,Mercedes A-Class,East,1,35000,35000.0,25219.07,9780.93
1534,2025-02-09,Mercedes A-Class,South,4,40800,163200.0,120962.63,42237.37
1535,2025-02-09,Mercedes A-Class,West,6,40200,241200.0,173814.8,67385.2
1536,2025-02-09,Mercedes GLC,South,6,53300,319800.0,224320.27,95479.73
1537,2025-02-09,Mercedes GLC,North,7,53100,371700.0,272360.74,99339.26
1538,2025-02-10,Mercedes G-Class,East,3,150200,450600.0,290061.36,160538.64
1539,2025-02-11,Mercedes GLC,South,5,53500,267500.0,194713.23,72786.77
1540,2025-02-11,Mercedes GLC,South,5,53700,268500.0,196133.36,72366.64
1541,2025-02-11,Mercedes E-Class,South,6,61200,367200.0,253718.08,113481.92
1542,2025-02-12,Mercedes GLC,West,4,52500,210000.0,151530.12,58469.88
1543,2025-02-12,Mercedes G-Class,East,1,165700,165700.0,110661.9,55038.1
1544,2025-02-13,Mercedes C-Class,West,4,53500,214000.0,159943.39,54056.61
1545,2025-02-14,Mercedes C-Class,South,3,48900,146700.0,108785.27,37914.73
1546,2025-02-14,Mercedes C-Class,South,5,49400,247000.0,183286.46,63713.54
1547,2025-02-15,Mercedes C-Class,West,7,48100,336700.0,250301.58,86398.42
1548,2025-02-15,Mercedes GLC,East,6,51900,311400.0,226013.98,85386.02
1549,2025-02-16,Mercedes A-Class,East,3,41200,123600.0,90942.57,32657.43
1550,2025-02-17,Mercedes E-Class,West,5,75000,375000.0,271360.26,103639.74
1551,2025-02-18,Mercedes GLC,West,2,56600,113200.0,81829.72,31370.28
1552,2025-02-18,Mercedes E-Class,North,5,60700,303500.0,219992.65,83507.35
1553,2025-02-20,Mercedes GLS,North,3,91400,274200.0,192760.54,81439.46
1554,2025-02-20,Mercedes C-Class,West,7,54100,378700.0,272648.28,106051.72
1555,2025-02-20,Mercedes E-Class,South,3,66000,198000.0,143467.5,54532.5
1556,2025-02-20,Mercedes GLE,North,7,68800,481600.0,338087.66,143512.34
1557,2025-02-21,Mercedes C-Class,West,7,46400,324800.0,243537.74,81262.26
1558,2025-02-21,Mercedes A-Class,East,5,37800,189000.0,137298.85,51701.15
1559,2025-02-22,Mercedes C-Class,East,6,51800,310800.0,223662.0,87138.0
1560,2025-02-22,Mercedes S-Class,North,1,115600,115600.0,79229.76,36370.24
1561,2025-02-22,Mercedes C-Class,North,4,53100,212400.0,154225.27,58174.73
1562,2025-02-22,Mercedes E-Class,East,2,60600,121200.0,84150.6,37049.4
1563,2025-02-23,Mercedes GLE,East,4,67300,269200.0,188733.29,80466.71
1564,2025-02-24,Mercedes GLC,North,5,56500,282500.0,198826.66,83673.34
1565,2025-02-24,Mercedes C-Class,South,1,54600,54600.0,38940.74,15659.26
1566,2025-02-25,Mercedes GLS,East,1,89900,89900.0,62009.37,27890.63
1567,2025-02-25,Mercedes GLC,East,6,56700,340200.0,251410.4,88789.6
1568,2025-02-25,Mercedes C-Class,West,3,51200,153600.0,110327.34,43272.66
1569,2025-02-25,Mercedes G-Class,North,4,157300,629200.0,424402.27,204797.73
1570,2025-02-25,Mercedes C-Class,West,7,53300,373100.0,274207.71,98892.29
1571,2025-02-26,Mercedes GLC,East,5,59200,296000.0,211943.64,84056.36
1572,2025-02-26,Mercedes GLC,South,4,56200,224800.0,161782.45,63017.55
1573,2025-02-26,Mercedes E-Class,North,1,74100,74100.0,51199.65,22900.35
1574,2025-02-27,Mercedes A-Class,West,2,39100,78200.0,58788.24,19411.76
1575,2025-02-28,Mercedes E-Class,North,2,62000,124000.0,85642.15,38357.85
1576,2025-03-01,Mercedes GLE,West,5,77800,389000.0,270776.76,118223.24
1577,2025-03-01,Mercedes A-Class,North,6,37500,225000.0,165776.88,59223.12
1578,2025-03-01,Mercedes GLS,South,4,85600,342400.0,241269.41,101130.59
1579,2025-03-03,Mercedes GLE,South,7,76600,536200.0,385078.2,151121.8
1580,2025-03-03,Mercedes E-Class,East,7,72300,506100.0,357683.79,148416.21
1581,2025-03-03,Mercedes GLS,East,8,97800,782400.0,557533.82,224866.18
1582,2025-03-03,Mercedes E-Class,East,4,71200,284800.0,205664.63,79135.37
1583,2025-03-03,Mercedes C-Class,East,4,48500,194000.0,139271.05,54728.95
1584,2025-03-04,Mercedes C-Class,East,8,47000,376000.0,273664.46,102335.54
1585,2025-03-04,Mercedes C-Class,North,5,47100,235500.0,173640.97,61859.03
1586,2025-03-04,Mercedes GLC,East,5,57700,288500.0,211727.44,76772.56
1587,2025-03-05,Mercedes GLC,West,6,53600,321600.0,237734.31,83865.69
1588,2025-03-05,Mercedes GLE,West,6,77200,463200.0,337967.23,125232.77
1589,2025-03-06,Mercedes C-Class,North,11,48700,535700.0,386018.24,149681.76
1590,2025-03-06,Mercedes GLC,North,6,58500,351000.0,252277.58,98722.42
1591,2025-03-06,Mercedes GLE,West,6,78000,468000.0,323311.94,144688.06
1592,2025-03-07,Mercedes E-Class,East,3,70200,210600.0,151545.61,59054.39
1593,2025-03-07,Mercedes E-Class,North,6,63600,381600.0,275275.66,106324.34
1594,2025-03-07,Mercedes G-Class,North,1,142200,142200.0,94045.05,48154.95
1595,2025-03-07,Mercedes A-Class,East,9,36400,327600.0,245973.12,81626.88
1596,2025-03-08,Mercedes GLE,East,5,67100,335500.0,235631.95,99868.05
1597,2025-03-08,Mercedes C-Class,West,7,47000,329000.0,243969.92,85030.08
1598,2025-03-08,Mercedes A-Class,East,4,38400,153600.0,115896.96,37703.04
1599,2025-03-09,Mercedes GLC,North,7,57900,405300.0,293847.74,111452.26
1600,2025-03-09,Mercedes GLC,North,6,58800,352800.0,248157.58,104642.42
1601,2025-03-09,Mercedes C-Class,West,8,53900,431200.0,318983.8,112216.2
1602,2025-03-09,Mercedes A-Class,East,6,39800,238800.0,181410.86,57389.14
1603,2025-03-09,Mercedes S-Class,West,4,132200,528800.0,354933.58,173866.42
1604,2025-03-10,Mercedes E-Class,North,7,74700,522900.0,371620.37,151279.63
1605,2025-03-11,Mercedes GLC,South,3,48800,146400.0,104742.96,41657.04
1606,2025-03-11,Mercedes C-Class,East,7,46900,328300.0,241909.72,86390.28
1607,2025-03-11,Mercedes G-Class,West,1,142500,142500.0,95342.5,47157.5
1608,2025-03-12,Mercedes A-Class,East,5,37700,188500.0,140786.05,47713.95
1609,2025-03-12,Mercedes C-Class,South,6,53900,323400.0,235114.38,88285.62
1610,2025-03-12,Mercedes A-Class,East,3,35600,106800.0,79483.51,27316.49
1611,2025-03-13,Mercedes G-Class,East,1,144500,144500.0,96577.06,47922.94
1612,2025-03-14,Mercedes A-Class,North,6,34600,207600.0,153376.1,54223.9
1613,2025-03-15,Mercedes A-Class,East,6,41800,250800.0,181479.71,69320.29
1614,2025-03-15,Mercedes GLC,West,4,48500,194000.0,138236.22,55763.78
1615,2025-03-16,Mercedes C-Class,East,4,52700,210800.0,150036.18,60763.82
1616,2025-03-16,Mercedes G-Class,North,1,169000,169000.0,113577.0,55423.0
1617,2025-03-17,Mercedes G-Class,East,1,160700,160700.0,105603.12,55096.88
1618,2025-03-17,Mercedes C-Class,West,5,46100,230500.0,171638.19,58861.81
1619,2025-03-17,Mercedes A-Class,South,9,41300,371700.0,281903.44,89796.56
1620,2025-03-18,Mercedes A-Class,South,5,39000,195000.0,143794.48,51205.52
1621,2025-03-19,Mercedes GLS,South,1,80300,80300.0,56327.47,23972.53
1622,2025-03-19,Mercedes GLC,South,5,59600,298000.0,216241.3,81758.7
1623,2025-03-20,Mercedes C-Class,East,7,46700,326900.0,236919.34,89980.66
1624,2025-03-21,Mercedes G-Class,South,1,149600,149600.0,100200.1,49399.9
1625,2025-03-21,Mercedes E-Class,East,5,73100,365500.0,263585.7,101914.3
1626,2025-03-21,Mercedes GLC,West,4,55000,220000.0,156961.74,63038.26
1627,2025-03-21,Mercedes E-Class,East,8,62700,501600.0,358404.88,143195.12
1628,2025-03-22,Mercedes GLE,West,3,65400,196200.0,140672.79,55527.21
1629,2025-03-24,Mercedes S-Class,North,4,134700,538800.0,374407.61,164392.39
1630,2025-03-24,Mercedes E-Class,East,4,71300,285200.0,201502.11,83697.89
1631,2025-03-25,Mercedes GLC,North,9,53700,483300.0,355609.77,127690.23
1632,2025-03-25,Mercedes GLE,North,5,65600,328000.0,229386.45,98613.55
1633,2025-03-25,Mercedes C-Class,South,7,50300,352100.0,251714.55,100385.45
1634,2025-03-26,Mercedes A-Class,West,5,41400,207000.0,151518.01,55481.99
1635,2025-03-26,Mercedes GLC,West,5,59000,295000.0,214117.81,80882.19
1636,2025-03-26,Mercedes GLE,West,4,66600,266400.0,186602.54,79797.46
1637,2025-03-27,Mercedes C-Class,North,6,46000,276000.0,205369.9,70630.1
1638,2025-03-28,Mercedes E-Class,North,4,63900,255600.0,183499.03,72100.97
1639,2025-03-29,Mercedes E-Class,East,4,74500,298000.0,206882.86,91117.14
1640,2025-03-29,Mercedes C-Class,South,7,51300,359100.0,259624.88,99475.12
1641,2025-03-29,Mercedes A-Class,West,6,38000,228000.0,172582.88,55417.12
1642,2025-03-30,Mercedes GLC,South,6,59100,354600.0,251767.32,102832.68
1643,2025-03-30,Mercedes C-Class,West,8,45900,367200.0,272089.52,95110.48
1644,2025-03-31,Mercedes GLC,East,8,57800,462400.0,333854.59,128545.41
1645,2025-03-31,Mercedes GLC,North,8,54500,436000.0,314350.41,121649.59
1646,2025-04-01,Mercedes E-Class,South,5,64500,322500.0,235047.88,87452.12
1647,2025-04-01,Mercedes GLS,West,4,91000,364000.0,252645.48,111354.52
1648,2025-04-02,Mercedes A-Class,West,8,37400,299200.0,220732.55,78467.45
1649,2025-04-02,Mercedes A-Class,South,6,41900,251400.0,188642.44,62757.56
1650,2025-04-02,Mercedes A-Class,West,6,39800,238800.0,177685.44,61114.56
1651,2025-04-02,Mercedes GLC,North,5,50400,252000.0,177222.21,74777.79
1652,2025-04-03,Mercedes GLE,South,2,63300,126600.0,88759.1,37840.9
1653,2025-04-03,Mercedes C-Class,North,3,53900,161700.0,119449.13,42250.87
1654,2025-04-03,Mercedes E-Class,North,8,63800,510400.0,362697.78,147702.22
1655,2025-04-03,Mercedes GLS,South,4,80900,323600.0,228701.49,94898.51
1656,2025-04-03,Mercedes E-Class,North,5,68600,343000.0,241012.25,101987.75
1657,2025-04-04,Mercedes E-Class,West,3,67200,201600.0,140132.74,61467.26
1658,2025-04-04,Mercedes GLC,East,4,49200,196800.0,144120.52,52679.48
1659,2025-04-04,Mercedes GLC,North,5,48400,242000.0,174563.96,67436.04
1660,2025-04-05,Mercedes C-Class,South,7,49000,343000.0,249025.98,93974.02
1661,2025-04-05,Mercedes GLC,North,10,49700,497000.0,360000.07,136999.93
1662,2025-04-05,Mercedes C-Class,South,5,45400,227000.0,168908.81,58091.19
1663,2025-04-05,Mercedes GLC,South,8,53600,428800.0,302597.01,126202.99
1664,2025-04-06,Mercedes S-Class,West,1,115500,115500.0,77266.36,38233.64
1665,2025-04-06,Mercedes GLE,North,5,68600,343000.0,237917.09,105082.91
1666,2025-04-06,Mercedes C-Class,East,6,46000,276000.0,198402.03,77597.97
1667,2025-04-06,Mercedes E-Class,East,8,61000,488000.0,341242.87,146757.13
1668,2025-04-07,Mercedes C-Class,North,6,46400,278400.0,206997.18,71402.82
1669,2025-04-07,Mercedes E-Class,West,6,66700,400200.0,288757.77,111442.23
1670,2025-04-07,Mercedes E-Class,West,7,63700,445900.0,313069.77,132830.23
1671,2025-04-08,Mercedes E-Class,East,7,71600,501200.0,363489.78,137710.22
1672,2025-04-08,Mercedes C-Class,North,7,54400,380800.0,275757.08,105042.92
1673,2025-04-09,Mercedes C-Class,South,9,54600,491400.0,358461.02,132938.98
1674,2025-04-09,Mercedes A-Class,North,4,34700,138800.0,104787.2,34012.8
1675,2025-04-12,Mercedes C-Class,North,6,55700,334200.0,240446.7,93753.3
1676,2025-04-12,Mercedes C-Class,West,4,47900,191600.0,141571.6,50028.4
1677,2025-04-13,Mercedes GLC,West,10,50300,503000.0,354050.25,148949.75
1678,2025-04-13,Mercedes GLE,North,5,65300,326500.0,228873.48,97626.52
1679,2025-04-14,Mercedes GLS,North,4,85800,343200.0,245118.46,98081.54
1680,2025-04-15,Mercedes S-Class,South,3,129200,387600.0,266395.33,121204.67
1681,2025-04-16,Mercedes A-Class,East,9,36100,324900.0,234020.45,90879.55
1682,2025-04-17,Mercedes A-Class,West,9,39400,354600.0,257286.12,97313.88
1683,2025-04-18,Mercedes GLE,East,6,75200,451200.0,312659.05,138540.95
1684,2025-04-18,Mercedes C-Class,North,5,50600,253000.0,188380.05,64619.95
1685,2025-04-18,Mercedes A-Class,East,5,34900,174500.0,132132.91,42367.09
1686,2025-04-18,Mercedes GLS,South,5,98000,490000.0,346571.09,143428.91
1687,2025-04-18,Mercedes GLE,North,6,68200,409200.0,283097.98,126102.02
1688,2025-04-19,Mercedes G-Class,North,3,150300,450900.0,305983.36,144916.64
1689,2025-04-19,Mercedes GLC,West,11,52300,575300.0,410809.87,164490.13
1690,2025-04-21,Mercedes E-Class,North,6,60700,364200.0,262146.86,102053.14
1691,2025-04-21,Mercedes GLC,North,9,55200,496800.0,363550.61,133249.39
1692,2025-04-21,Mercedes GLC,North,6,52700,316200.0,233856.4,82343.6
1693,2025-04-21,Mercedes A-Class,West,4,36400,145600.0,108319.81,37280.19
1694,2025-04-21,Mercedes E-Class,West,5,61900,309500.0,219589.16,89910.84
1695,2025-04-22,Mercedes GLE,North,8,76700,613600.0,447743.58,165856.42
1696,2025-04-22,Mercedes A-Class,North,7,34800,243600.0,177529.99,66070.01
1697,2025-04-23,Mercedes GLE,South,7,74800,523600.0,366871.98,156728.02
1698,2025-04-23,Mercedes E-Class,East,6,63600,381600.0,272405.5,109194.5
1699,2025-04-24,Mercedes C-Class,North,5,54600,273000.0,197930.81,75069.19
